stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,3,9,0,2
72hpf,1.13,0,0,0,2.82,0,0.28
21Day,6.29,0,0,0,19.24,0.37,0.74
3Month,0.42,0.42,0.52,0,0,0,0.21
22Month,1.09,0.55,0.55,0,0.14,0,0
