stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,1,0,0,2,14,0
72hpf,0.28,0,0,0.28,5.64,1.13
21Day,0.74,1.85,0,0.74,2.59,2.22
3Month,0.52,0,0.21,0,0,0
22Month,0.27,0,0,0,0,0
