stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,6,0,1
72hpf,0.28,0,0,0,1.97,0,0
21Day,0.37,0.37,0,0,0.37,0.74,2.22
3Month,0.1,0,0,0.1,0,0,0
22Month,0.14,0,0.14,0,0,0,0
