stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,9,0,0
72hpf,0,0.56,0,0,0,3.95,0,0.85
21Day,0,1.85,0,0,0,1.85,0,0.74
3Month,0.1,11.75,0.52,0.21,0.42,0,0.1,0.31
22Month,0,9.84,0,0.27,0.14,0.27,0,0.41
