stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,1,0,1
72hpf,0.56,0.28,0,0,3.95,0,0.56
21Day,1.11,0.37,2.59,1.48,24.42,1.48,3.33
22Month,0,0,0,0,0,0,0.41
