stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,0,1,0
72hpf,0,0,0,0,0.56,0.85
21Day,0,0.37,0,0,0.37,0.37
3Month,1.04,0,6.55,0.1,0.21,0.31
22Month,0.82,0,0.55,0,0,0
