stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0
72hpf,0,0,5.36,0.28,1.41
21Day,1.85,0,4.81,0.37,1.85
3Month,1.77,0.52,0,0,0.1
22Month,2.32,0.55,0,0.27,0.14
