stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,1,0,0,8,0,0,0
72hpf,0,0,0,0,1.13,0.28,0,0.28
21Day,0.74,0,0,1.11,1.11,0,0.37,1.85
3Month,1.04,0,0,0,0,0,0,0
22Month,1.09,0,0.41,0,0,0,0,0.14
