stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,3,1,0,0
72hpf,0.85,0,0,1.41,1.13,0,1.13
21Day,0.37,0.74,0.37,11.84,1.11,0,8.14
3Month,0.31,0,0.1,0,0,0,0.1
22Month,1.91,0,0.55,0,0,0.55,0
