stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0,0,0.28,5.36,0
21Day,0,0,0.37,3.7,0.37
22Month,1.09,0.14,0,0,0
