stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,22,4
72hpf,0,1.97,0.28,0,0,0,15.22,1.97
21Day,0,1.85,1.11,0,0.37,0,3.7,1.48
3Month,0.1,1.35,0,1.04,0.31,0.1,0.1,0.42
22Month,0,0.41,0,0,0,0,0,0
