stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,2,0,2,0,2
72hpf,0,0.28,0,0,4.23,0,0.28
21Day,1.85,0.37,1.11,0.74,1.48,0.74,1.48
3Month,1.14,0,0.52,0,0,0,0.21
22Month,1.64,0,0.41,0,0,0,0.14
