stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,2,0,1,1,43,3
72hpf,0.28,0,0.28,0.28,7.33,0.56
21Day,0,0.74,1.11,0.37,0.37,0.37
22Month,0.27,0,0.27,0,0,0
