stage,Epithelial,Erythroid,Germ,Neuron,Other,Stromal
24hpf,1,0,0,1,0,0
72hpf,0,0,0,0,0,0.28
21Day,1.85,0.37,0,0,0,0.74
3Month,0.21,0,0.21,0,0,0
22Month,0.82,0,0,0,0.14,0
