stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,3,1
72hpf,0,0.85,0,0,0.28,3.38,1.13
21Day,0.37,1.48,0.74,0.37,0.74,4.07,2.96
