stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,6,1
72hpf,0.56,0,0,0.28,36.92,0
21Day,1.11,1.85,0,0.37,25.16,1.48
3Month,0.1,0,0.1,0,0.1,0
