stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0
21Day,1.11,0.37,0,0,0.37,0.37,0.37
3Month,0.62,6.66,0.1,0.1,0,0,0
