stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0,0.85,0.28,0,0.28,42.84,1.13
21Day,0.37,1.48,0.74,0.37,0.37,21.09,0.37
22Month,0,0.27,0,0,0,0,0
