stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,10,0,1
72hpf,0.28,0.85,0,1.13,42.56,0,0.28
21Day,0,1.11,0,0,20.72,0.37,0.37
3Month,0,1.14,0.21,0.1,1.87,0.1,0
22Month,0,0.14,0.14,0,0.27,0,0
