stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,2,1,0,0
72hpf,0,0.85,0,0.28,0,3.38,0,0,0
21Day,0,7.03,0,0.74,0.37,1.85,0,0,1.11
3Month,0.21,3.64,0.83,3.74,0.21,0,0,0.1,0.62
22Month,0,1.37,0,2.19,0,0,0,0,0.27
