stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,85,0,0,5,0,1
72hpf,0.56,0,0,0,0,0.56
3Month,0.42,0.1,0.1,0,0,0
22Month,0.68,0.27,0,0,0.14,0.14
