stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,1,0
72hpf,0,0.28,0,0,0,0,1.41,0
21Day,0,33.3,0.37,0,0.74,0.74,1.11,1.11
3Month,0,18.31,0,0.21,0.21,0.1,0,0.21
22Month,0.14,2.05,0,0.27,0.41,0,0,0.14
