stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,5,0,0,0
72hpf,0,0,0,0,1.97,0.28,0.28,0
21Day,0.37,0,0,0.37,0,0,0,0
3Month,4.78,1.14,0.73,0,0,0,0,0.31
22Month,3.83,0.27,0.41,0,0,0,0,0.27
