stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,7,1
72hpf,0.56,0,0.56,4.51,1.69
21Day,2.22,0.37,0.37,1.85,0.74
3Month,0.52,0,0,0.1,0
