stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0.28,0,0,0,0.28,0,0.56
21Day,0.37,11.1,5.55,90.28,3.7,15.17,2.96,7.03
22Month,0,0.27,0,0,0,0.14,0,0
