stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0.56,0,0,2.25,0,0
21Day,0,0,0.37,0,1.85,0,0
3Month,0,0.31,0,0,0,0,0
22Month,0.27,10.11,0.27,2.19,0.41,0.14,0.82
