stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,1,0,0
72hpf,0,0.28,0,0.28,0
21Day,0.74,2.22,0,0,0
3Month,0,4.78,0,0,0.1
22Month,0,0.41,0,0,0
