stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,2,1,1,0
72hpf,0,0,0,0,3.95,0.85
21Day,1.11,0,0,0,1.11,0.37
3Month,0.42,0.31,0,0,0,0
22Month,3.42,0.27,0,0,0,0.27
