stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory
24hpf,2,0,0,0,0,1,0,0
72hpf,1.69,0,0,0,0.28,0.28,0,0
21Day,2.22,0.37,0,0,0,0.37,0,0
3Month,0.73,0,0.21,0.21,0,0,0,0.1
22Month,1.91,0,0,0,0,0,0.27,0
