stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,17,98,2,0,99,20,451,11,2,61
72hpf,18.32,206.59,39.74,0.56,41.43,27.9,911.5,6.48,11.27,175.31
21Day,9.25,422.16,122.47,4.07,166.86,66.23,296.36,0,25.9,192.02
3Month,33.39,1035.28,14.15,364.89,787.51,69.48,32.56,1.87,38.07,110.47
22Month,45.23,1118.89,15.3,53.02,1024.6,29.38,38.67,76.93,25.28,80.35
