stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,2,67,11,4
72hpf,0,0,0,7.61,0.85,0
21Day,1.11,0.37,0.74,17.02,0.74,0
3Month,0.21,0,0.62,0,0,0
22Month,0.14,0,2.46,0,0,0
