stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,7,0,0,1
72hpf,0.28,0,0.56,10.15,0,0,1.41
21Day,0,0,0.74,4.07,0,0,1.11
3Month,0.94,0.1,0.31,0,0,0.1,0
22Month,2.6,0,0.27,0,0.14,0,0.14
