stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,1,0,8,0,1
72hpf,0.28,0.85,0.28,0,0.28,42.56,0.56,1.41
21Day,0,1.11,0,0,0.74,25.53,0.37,2.59
3Month,0,0.42,0,0,0,0.1,0.1,0
22Month,0,0.27,0,0,0,0,0,0
