stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,8,0,0
72hpf,0,0,0,0,1.13,0,0
21Day,0,0,0,0.37,1.48,0,0.74
3Month,1.77,0.1,4.16,0.1,0.1,0.1,0.42
