stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0,0
72hpf,0,0.56,0,0,0,0.85,0,0,0
21Day,0.74,0.37,0,0,0.37,2.22,0,0,0
3Month,0,1.35,0,0,0.1,0.1,0,0,0
22Month,0,4.65,0.14,0.14,0.27,0.14,0.27,0.14,0.55
