stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,2,0,0
72hpf,0,0.56,0,0,0,0,0.56,0,0.28
21Day,0.37,0.37,0.74,0,0.74,0.37,0.74,0,0
3Month,0.31,6.14,0,0.73,3.02,0.73,0.42,0.42,1.14
22Month,0,1.09,0,0.14,0.55,0,0.14,0,0.14
