stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,19,1,0
72hpf,0,0,0,0,13.53,0,0.28
21Day,0.37,0.37,0,0.74,5.92,0.37,0.37
3Month,1.04,0,0.42,0.1,1.04,0,0.1
