stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,2,1,0,0,29,3
72hpf,0,0.28,0,0.28,1.13,7.05,1.13
21Day,0.37,3.7,1.48,2.22,2.59,5.92,3.7
