stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,8.74,0.56
21Day,1.11,0.74,0,0,0,3.7,0
3Month,0.83,0,0.1,0,0.1,0,0
22Month,2.87,0,0.14,0.41,0,0.27,0
