stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0.56,0,0,0,3.95,0
21Day,0,0.37,0,0.37,1.11,0.37
22Month,0.82,0.41,0.27,0,0,0
