stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0
72hpf,0,3.1,0.28,0,0.28,20.01,0.28,1.69
21Day,0,1.48,1.48,1.85,0.37,4.81,0.74,1.48
3Month,0.1,0,0,0,0,0,0,0
22Month,0,0.41,0,0,0,0,0,0
