stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0,4,0
72hpf,0.28,0.28,0,0,0,0.28,0.56,1.13
21Day,0,1.48,0.37,0,0,0,0.74,0.37
3Month,0.1,0,0,0,0.1,0,0,0.1
22Month,0,0.96,0,0.14,0.27,0,0,0.14
