stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,3,2
72hpf,0,0,0,2.54,0.28
21Day,0,0,0,0.74,1.11
3Month,0.1,0.1,0.1,0,0.1
22Month,0.68,0,0.14,0,0
