stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,1,0,0,0,1,0,1
72hpf,0.56,0.28,0,0,0.56,0,0
21Day,1.11,0.37,0,0,0,0,0.37
3Month,0.94,0,0.52,0.31,0.1,0,0
22Month,0.82,0,0,0.55,0,0.14,0
