stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,6.2,0,0,0
21Day,1.48,0.37,0,0.74,5.92,0,2.22,1.48
3Month,0.42,0,0.21,0,0,0,0.1,0
22Month,9.7,0.27,0.68,0,0.14,0.55,0.14,0.27
