stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,2,0,2
72hpf,0,0.28,0,0,0,0,33.82,0,0.56
21Day,0.37,1.48,1.11,0,1.11,0.37,100.64,0.74,2.59
3Month,0,4.99,0.1,68.24,0.62,0.21,1.14,1.14,0.52
22Month,0,1.64,0,9.84,0.27,0.14,0.14,0,0.14
