stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,4,0,4
72hpf,1.13,2.82,0,0,0.85,0,4.51
21Day,1.48,13.32,0.37,0.74,1.48,1.11,16.65
3Month,0,0.21,0.1,0,0,0,0.21
