stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,1
72hpf,0,0,0,0,13.81,0,0.28
21Day,1.48,0,0.74,0,101.38,0.37,0.74
3Month,1.77,26.73,0.31,0.1,0.21,0.31,0.1
22Month,6.56,0.27,0,0,0.14,0,0.14
