stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,1.97,0,0,0.85
21Day,0,0.37,0,0.37,0,0.37,0,0,0.37
3Month,0.1,2.81,0.1,2.29,0.62,0,0,0.21,2.7
22Month,0,4.1,0,0.68,0.68,0,0.14,0,5.33
