stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,2,0,1,0,0
72hpf,0,0,0.56,0,0.56
21Day,1.85,0,0.74,0,0.74
22Month,0.41,0.41,0,0.14,0
