stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,1,0,7,2
72hpf,0.56,0,0,0,0.56,0
21Day,0.74,1.11,0,0,0,0
3Month,2.29,9.78,0.52,0.31,0.21,0
22Month,3.83,2.19,0.41,0,0.14,0.14
