stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,7,0,0,0
72hpf,0,0.28,0,0,0.85,0,0,0
21Day,0,0.37,0,0,0.37,0,0,0
3Month,7.8,2.08,0.42,0.1,0,0,0.52,0.21
22Month,28.15,0.96,0.41,0,0.27,0.41,0,0.27
