stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0.28,0,0
21Day,0.74,0,0,0,0,0
3Month,1.35,0.52,0,0,0.1,0
22Month,0.27,0,0.14,0,0,0.14
