stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,1,33,0,1
72hpf,0,1.13,0,0,0,0,7.33,0,0.28
21Day,0,2.59,0,0,0,0,3.7,0,0
3Month,0,0.31,0,0.31,0,0.1,0,0,0
22Month,0.14,1.64,0.14,1.09,0.27,0,0.41,0.14,0.14
