stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,7,0,0,0,2,0,0
72hpf,0,3.66,0,0,0,0.85,0,0.56
21Day,0,2.22,0.74,0,0.74,0,0.37,0
3Month,0.1,12.27,0.42,0.62,3.85,0.1,0,0.1
22Month,0,0.96,0.27,0.14,0.55,0,0,0.14
