stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,5,0,0,0
72hpf,0,0.56,0,0,0.56,0,0,0
21Day,0,1.48,0,0,0.74,0,0,0.37
3Month,0,3.43,0.1,0.31,0,0,0,0
22Month,0.14,1.37,0.14,0.41,0,0.14,0.14,0
