stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0.28,0,0,0.85,29.03,0,2.54
21Day,0,1.11,1.11,0,0,0,25.53,0.74,1.85
3Month,0.21,2.7,0,4.16,0.83,0.1,0.52,0.73,0.52
22Month,0.27,5.47,0,0,0.82,0,1.09,0.55,0.14
