stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0,1.13,0,0,0.85,0,0,0.56
21Day,0,4.81,0.37,0.74,0.37,0,0,0
3Month,0.1,4.68,0,0.94,0.21,0,0.1,0.1
22Month,0.14,14.62,0.14,0.55,0,0.14,0.14,0.27
