stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.28,0,0,0.85,0,0
21Day,0.74,0.37,0,0.37,0,0
3Month,0.21,0,0.1,0,0,0
22Month,0.55,0,0.14,0,0.14,0.14
