stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,3,1,0,0,2,0,0
72hpf,0.85,0,0,0,1.69,0.28,0.56
21Day,0.74,0,0,0.37,0.37,0,0
3Month,0.31,0,4.16,0.31,0.1,0,0
22Month,0.27,0,0.14,0.27,0,0,0
