stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,18,1,0,0,0,23,0,3
72hpf,0.28,30.72,2.82,0,0,2.54,208,0.85,7.05
21Day,0,13.32,1.11,0,0.37,1.48,48.1,3.33,2.96
3Month,0.21,24.24,0.1,1.77,1.25,0.21,0.62,0.52,0.52
22Month,0.27,12.85,0,2.32,1.09,0.27,0.55,0,0.14
