stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0.28,0,0,0.56,0,0,0.56
21Day,0,0,0,0.37,0,0,0,1.48
3Month,0.1,1.25,0.31,0,0.1,0,0.21,0.52
22Month,0,1.37,0.55,0.14,0.14,0.14,0,0.14
