stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,2,0,0
72hpf,0,0.56,0.28,0,0,0.28,6.76,0,0.56
21Day,0,2.59,1.11,0,6.66,1.11,9.99,0.74,1.48
3Month,0.1,3.02,0.1,0.21,6.66,0,0,0.1,0.62
22Month,0,2.73,0.14,0,1.09,0.14,0.27,0.27,0.55
