stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,2,1,0,0,0,9,3
72hpf,0.28,3.1,0.28,0,0,0.28,19.17,3.38
21Day,0,1.85,0.37,0.37,0.37,0.37,10.73,2.59
3Month,0,0.52,0,5.72,0.1,0,0,0
22Month,0.14,0.27,0,0.27,0.27,0,0,0
